,Unnamed: 0,title,author,university,link,body
728,728,B/OLD: Aging in our city ( 2018/19 ),Laurel Young,Concordia University,https://cognit.ca/en/research/project/184120, 
729,729,Electrical and metabolic manifestations of human focal epilepsy ( 2015/16-2020/21 ),Jean Gotman,Montreal Neurological Institute,https://cognit.ca/en/research/project/147870, 
730,730,Financial disclosures and corporate governance ( 2018/19 ),Anup Srivastava,University of Calgary,https://cognit.ca/en/research/project/183441, 
731,731,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Martin W Ferguson-Pell,University of Alberta,https://cognit.ca/en/research/project/231788, 
732,732,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Andrew J Greenshaw,University of Alberta,https://cognit.ca/en/research/project/231788, 
733,733,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Vincent O Agyapong,University of Alberta,https://cognit.ca/en/research/project/231788, 
734,734,Learning and Problem Space in Innovation Project Teams ( 2017/18-2018/19 ),Amy Edmondson,Harvard University,https://cognit.ca/en/research/project/112550, 
735,735,Learning and Problem Space in Innovation Project Teams ( 2017/18-2018/19 ),Amy Edmondson,Harvard University,https://cognit.ca/en/research/project/112550, 
736,736,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Karen Zown-Hua Li,Concordia University,https://cognit.ca/en/research/project/214556, 
737,737,Financial disclosures and corporate governance ( 2018/19 ),Luminita Enache,University of Calgary,https://cognit.ca/en/research/project/183441, 
738,738,Implementation and Evaluation of an Enhanced PharmaNet-Based Adverse Drug Event Reporting Platform to Improve Patient Safety and Meet Adverse Drug Reaction Reporting Requirements ( 2015/16-2019/20 ),Michael R Law,University of British Columbia,https://cognit.ca/en/research/project/147492, 
739,739,Implementation and Evaluation of an Enhanced PharmaNet-Based Adverse Drug Event Reporting Platform to Improve Patient Safety and Meet Adverse Drug Reaction Reporting Requirements ( 2015/16-2019/20 ),Stirling Bryan,University of British Columbia,https://cognit.ca/en/research/project/147492, 
740,740,It takes two to tango: a couples approach to goal regulation in old age ( 2016/17-2019/20 ),None None,Concordia University,https://cognit.ca/en/research/project/109853, 
741,741,Disseminating Nursing Informatics Competencies for Canadian Nurse Leaders ( 2019/20 ),Leanne Currie,University of British Columbia,https://cognit.ca/en/research/project/215130, 
742,742,'What Matters' - A digital solution to support person-centered care for people with dementia in care settings ( 2020/21 ),Leanne Currie,University of British Columbia,https://cognit.ca/en/research/project/232601, 
743,743,Diagnostic Imaging at the Point-of-Care: A Possible Role for Paramedics? ( 2017/18-2018/19 ),Victoria Young,University of Toronto,https://cognit.ca/en/research/project/148707, 
744,744,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Russ Greiner,University of Alberta,https://cognit.ca/en/research/project/231788, 
745,745,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Xin-Min Li,University of Alberta,https://cognit.ca/en/research/project/231788, 
746,746,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Kristopher Wells,University of Alberta,https://cognit.ca/en/research/project/231788, 
747,747,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Matthew R Brown,University of Alberta,https://cognit.ca/en/research/project/231788, 
748,748,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Olga Winkler,University of Alberta,https://cognit.ca/en/research/project/231788, 
749,749,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",. Nicholas R Carleton,University of Regina,https://cognit.ca/en/research/project/231788, 
750,750,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Antonio Miguel Cruz,University of Alberta,https://cognit.ca/en/research/project/231788, 
751,751,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Phillip Sevigny,University of Alberta,https://cognit.ca/en/research/project/231788, 
752,752,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Lisa Burback,Alberta Hospital,https://cognit.ca/en/research/project/231788, 
753,753,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel ( 2020/21 )",Bo Cao,University of Alberta,https://cognit.ca/en/research/project/231788, 
754,754,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Andrea R Creech,Laval University,https://cognit.ca/en/research/project/115324, 
755,755,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Walter Wittich,University of Montreal,https://cognit.ca/en/research/project/214556, 
756,756,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Jennifer L Campos,University Health Network,https://cognit.ca/en/research/project/214556, 
757,757,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Natalie A Phillips,Concordia University,https://cognit.ca/en/research/project/214556, 
758,758,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Louis Bherer,Montreal Heart Institute,https://cognit.ca/en/research/project/214556, 
759,759,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Nancy St-Onge,Concordia University,https://cognit.ca/en/research/project/214556, 
760,760,Training cognition to improve mobility and listening in older adults with hearing loss: Moving from lab to life ( 2019/20-2020/21 ),Jean-Pierre Gagne,University of Montreal,https://cognit.ca/en/research/project/214556, 
761,761,The evolution of the interior of the Earth and solid planets ( 2019/20 ),Julian Lowman,University of Toronto,https://cognit.ca/en/research/project/210898, 
762,762,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Susan A O'Neill,Simon Fraser University,https://cognit.ca/en/research/project/115324, 
763,763,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Isabelle Cossette,McGill University,https://cognit.ca/en/research/project/115324, 
764,764,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Lee Willingham,Wilfrid Laurier University,https://cognit.ca/en/research/project/115324, 
765,765,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Aaron Liu-Rosenbaum,Laval University,https://cognit.ca/en/research/project/115324, 
766,766,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Audrey-Kristel Barbeau,Université du Québec à Montréal,https://cognit.ca/en/research/project/115324, 
767,767,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Carrie C McAiney,McMaster University,https://cognit.ca/en/research/project/115324, 
768,768,'What Matters' - A digital solution to support person-centered care for people with dementia in care settings ( 2020/21 ),Habib Chaudhury,Simon Fraser University,https://cognit.ca/en/research/project/232601, 
769,769,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Habib Chaudhury,Simon Fraser University,https://cognit.ca/en/research/project/107205, 
770,770,Supporting the creation of a LEARNing INteGrated health system to mobilize context-adapted knowledge with a Wiki platform to Improve the transitions of frail Seniors from from hospitals and emergency Departments to the cOMmunity: the LEARNING WISDOM Phase II scale-up project ( 2017/18-2020/21 ),Patrick Archambault,Laval University,https://cognit.ca/en/research/project/153228, 
771,771,Disseminating Nursing Informatics Competencies for Canadian Nurse Leaders ( 2019/20 ),Gillian Strudwick,Centre for Addiction and Mental Health,https://cognit.ca/en/research/project/215130, 
772,772,"Seeking livelihood, negotiating the state: changing families and communities in a time of low employment and state funding in Peru ( 2016/17-2019/20 )",Susan M Vincent,St. Francis Xavier University,https://cognit.ca/en/research/project/109838, 
773,773,Precarious noncitizenship through the life course ( 2017/18-2018/19 ),Patricia Landolt,University of Toronto,https://cognit.ca/en/research/project/115372, 
774,774,Using Population Based Data to Guide Fetal Alcohol Spectrum Disorder (FASD) Policy Program and Policy Development in Manitoba ( 2017/18-2018/19 ),Deepa Singal,University of Manitoba,https://cognit.ca/en/research/project/148734, 
775,775,Intervention basée sur la pleine conscience chez des aînés présentant un déclin de la cognition : l'expérience individuelle investiguée à l'aide de méthodes mixtes ( 2020/21 ),Andréanne Simard,Laval University,https://cognit.ca/en/research/project/230810, 
